year,make,model,price,mileage,dealer,city,state,website
2018,Freightliner,Cascadi,46500.0,678695,Schneider,Edwardsville, IL,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2018/ee-listing-42184127
2018,International,4300Sba4X2,61900.0,146000,International Used Truck Center,Kansas City, MO,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/4300sba4x2-2018/ee-listing-42101358
2018,Freightliner,Cascadi,42000.0,710315,Schneider,Gary, IN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2018/ee-listing-42184249
2016,Kenworth,T680,52900.0,523386,JX Truck Center,Bolingbrook, IL,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/kenworth/t680-2016/ee-listing-42176906
2018,Freightliner,Cascadi,66000.0,480179,Schneider,Shrewsbury, MA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2018/ee-listing-42184172
2016,Freightliner,M2106,41995.0,339019,Truck and Van Outlet,Miami, FL,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/m2106-2016/ee-listing-42181836
2016,Freightliner,CascadiaEvolution,59950.0,660385,Arrow Truck Sales,Conley, GA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadiaevolution-2016/ee-listing-42116481
2019,International,Lt6256X4,69750.0,556615,International Used Truck Center,La Vergne, TN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/lt6256x4-2019/ee-listing-42143739
2018,Freightliner,Cascadi,66000.0,495931,Schneider,Obetz, OH,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2018/ee-listing-42184200
2018,Freightliner,Cascadi,48000.0,651318,Schneider,West Memphis, AR,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2018/ee-listing-42184175
2018,Freightliner,Cascadia126,108900.0,477976,Freightliner of Grand Rapids,Grand Rapids, MI,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia126-2018/ee-listing-42129443
2018,Kenworth,T880,97900.0,460083,Wichita Kenworth,Park City, KS,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/kenworth/t880-2018/ee-listing-42139241
2019,Freightliner,Cascadia126,122900.0,361874,Doggett Freightliner,El Paso, TX,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia126-2019/ee-listing-42115439
2019,Freightliner,Cascadia126,109900.0,455193,Fyda Freightliner,Zanesville, OH,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia126-2019/ee-listing-42023433
2016,Freightliner,CascadiaEvolution,59950.0,615534,Arrow Truck Sales,Troy, IL,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadiaevolution-2016/ee-listing-42149772
2020,Volvo,Vnl64T760,112950.0,445703,Bruckner Truck Sales,Dallas, TX,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl760-2020/ee-listing-42164814
2018,International,L,64950.0,544187,Arrow Truck Sales,Strafford, MO,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/lt-2018/ee-listing-42148468
2018,International,Lt6256X4,72900.0,472422,International Used Truck Center,Romulus, MI,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/lt6256x4-2018/ee-listing-42129896
2019,Freightliner,NewCascadi,99000.0,570021,IState Truck Center,Inver Grove Heights, MN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/newcascadia-2019/ee-listing-42122149
2015,Freightliner,BusinessClassM2106,89750.0,124063,Crook Motor Company,Albemarle, NC,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/businessclassm2106-2015/ee-listing-42144536
2018,Freightliner,Cascadevo1,89950.0,456789,Arrow Truck Sales,Jacksonville, FL,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadevo1-2018/ee-listing-42127752
2018,Freightliner,Cascadevo1,84950.0,583906,Arrow Truck Sales,Houston, TX,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadevo1-2018/ee-listing-42111167
2018,International,Lt6256X4,84625.0,357391,International Used Truck Center,Charlotte, NC,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/lt6256x4-2018/ee-listing-42140026
2016,International,Pros,49950.0,637878,Arrow Truck Sales,Maple Shade, NJ,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/prostar-2016/ee-listing-42143724
2018,Freightliner,Cascadi,51000.0,638343,Schneider,Phoenix, AZ,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2018/ee-listing-42184089
2016,Volvo,Vnl300,64950.0,475140,Arrow Truck Sales,Kansas City, MO,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl300-2016/ee-listing-42083360
2020,Freightliner,Cascadia126,107900.0,599715,Freightliner of Grand Rapids,Grand Rapids, MI,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia126-2020/ee-listing-42118950
2019,Kenworth,T680,92950.0,550814,Arrow Truck Sales,Cincinnati, OH,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/kenworth/t680-2019/ee-listing-42133491
2019,Peterbilt,579,90900.0,475176,Doggett Freightliner,North Little Rock, AR,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/peterbilt/579-2019/ee-listing-42135120
2018,International,Lt6256X4,75875.0,545801,International Used Truck Center,Etna, OH,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/lt6256x4-2018/ee-listing-42140159
2018,Freightliner,Cascadi,55500.0,571947,Schneider,Indianapolis, IN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2018/ee-listing-42183882
2017,Freightliner,M2,69900.0,247184,West Michigan International,Grand Rapids, MI,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/m2-2017/ee-listing-42154231
2019,Kenworth,T680,99950.0,471571,Arrow Truck Sales,Fresno, CA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/kenworth/t680-2019/ee-listing-42113225
2016,Freightliner,Cascadia125,74900.0,600880,SelecTrucks of Atlanta,McDonough, GA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2016/ee-listing-42122329
2019,Freightliner,Cascadevo1,94950.0,449670,Arrow Truck Sales,Elizabeth, NJ,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadevo1-2019/ee-listing-42132468
2017,Freightliner,Cascadi,41500.0,725539,Schneider,North Baltimore, OH,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2017/ee-listing-42139423
2015,Mack,Cxu613,49950.0,579971,Arrow Truck Sales,Cincinnati, OH,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/mack/cxu613-2015/ee-listing-42156418
2017,Freightliner,Cascadi,56500.0,487325,Schneider,Carlisle, PA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2017/ee-listing-42143061
2018,Volvo,Vnl670,67950.0,624698,Arrow Truck Sales,Converse, TX,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl670-2018/ee-listing-42139039
2018,Freightliner,Cascadi,61500.0,547993,Schneider,West Memphis, AR,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2018/ee-listing-42184185
2016,Freightliner,Cascadi,69950.0,321913,Arrow Truck Sales,Conley, GA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2016/ee-listing-42099170
2013,Volvo,Vnl64T300,54900.0,125000,DRS Truck Sales Inc,North Bergen, NJ,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64t300-2013/ee-listing-42171905
2019,International,Lt6256X4,94500.0,345000,International Used Truck Center,Shreveport, LA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/lt6256x4-2019/ee-listing-42140168
2019,Kenworth,MotorTruckCo.T680,97500.0,425499,International Used Truck Center,Kansas City, MO,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/kenworthmotortruckco/t680-2019/ee-listing-42141305
2019,Kenworth,T680,84950.0,490007,Arrow Truck Sales,Tampa, FL,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/kenworth/t680-2019/ee-listing-42074956
2018,International,Lt6256X4,78875.0,380949,International Used Truck Center,Baltimore, MD,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/lt6256x4-2018/ee-listing-42169853
2018,Volvo,Vnl670,62950.0,631007,Arrow Truck Sales,Kansas City, MO,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl670-2018/ee-listing-42114700
2018,Freightliner,Corp.Cascadi,78875.0,488477,International Used Truck Center,Etna, OH,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightlinercorp/cascadia-2018/ee-listing-42184332
2016,International,Prostar+1226X4,60250.0,387858,International Used Truck Center,Philadelphia, PA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/prostar1226x4-2016/ee-listing-42007424
2018,International,Lt625,69900.0,548000,West Michigan International,Grand Rapids, MI,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/lt625-2018/ee-listing-42170575
2018,Volvo,Vnl630,64950.0,536360,Arrow Truck Sales,Elizabeth, NJ,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl630-2018/ee-listing-42132459
2018,Freightliner,Cascadi,79950.0,536856,Arrow Truck Sales,Elizabeth, NJ,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2018/ee-listing-42118796
2019,Freightliner,Cascadi,87900.0,453893,JX Truck Center,Bolingbrook, IL,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2019/ee-listing-42185600
2018,Freightliner,Cascadi,60000.0,541905,Schneider,Carlisle, PA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2018/ee-listing-42183890
2013,Freightliner,Cascadi,44950.0,461610,Arrow Truck Sales,Bolingbrook, IL,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2013/ee-listing-42157039
2020,Peterbilt,579,99900.0,404802,JX Truck Center,Rockford, IL,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/peterbilt/579-2020/ee-listing-42176870
2019,Peterbilt,579,114950.0,323342,Dobbs Peterbilt,West Memphis, AR,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/peterbilt/579-2019/ee-listing-42170568
2018,Kenworth,T680,84900.0,473346,JX Truck Center,Pewaukee, WI,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/kenworth/t680-2018/ee-listing-42176819
2015,International,Workstar7400,35000.0,101036,"Iron Dogs Equipment Sales, LLC",Union City, TN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/workstar7400-2015/ee-listing-42145028
2017,Freightliner,CascadiaEvolution,66156.0,663110,Arrow Truck Sales,Conley, GA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadiaevolution-2017/ee-listing-42129158
2019,Peterbilt,579,94950.0,414543,Arrow Truck Sales,Conley, GA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/peterbilt/579-2019/ee-listing-42094643
2018,Volvo,Vnl670,74950.0,592312,Arrow Truck Sales,Houston, TX,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl670-2018/ee-listing-42076504
2019,Peterbilt,579,79900.0,452639,JX Truck Center,Pewaukee, WI,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/peterbilt/579-2019/ee-listing-42177936
2015,Peterbilt,337,74900.0,272665,The Peterbilt Store,Davie, FL,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/peterbilt/337-2015/ee-listing-42144513
2015,Freightliner,Cascadi,39950.0,577127,Arrow Truck Sales,Fontana, CA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2015/ee-listing-42177653
2018,Freightliner,Cascadi,60000.0,549600,Schneider,Edwardsville, IL,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2018/ee-listing-42184030
2018,Freightliner,Cascadi,57000.0,579249,Schneider,Charlotte, NC,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2018/ee-listing-42184188
2019,Peterbilt,579,106950.0,380345,Arrow Truck Sales,Phoenix, AZ,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/peterbilt/579-2019/ee-listing-42048746
2017,Volvo,Vnl670,74950.0,537333,Arrow Truck Sales,Fontana, CA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl670-2017/ee-listing-42106998
2017,Volvo,Vnl630,64950.0,569577,Arrow Truck Sales,Dallas, TX,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl630-2017/ee-listing-42108674
2017,Freightliner,CascadiaEvolution,69350.0,646937,Arrow Truck Sales,Conley, GA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadiaevolution-2017/ee-listing-42129123
2020,International,Lt6256X4,84900.0,435000,International Used Truck Center,Romulus, MI,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/lt6256x4-2020/ee-listing-42176572
2017,Freightliner,Cascadi,69900.0,518692,JX Truck Center,Pewaukee, WI,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2017/ee-listing-42176891
2019,Freightliner,Cascadevo1,84950.0,620489,Arrow Truck Sales,French Camp, CA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadevo1-2019/ee-listing-42100246
2017,Freightliner,Cascadi,69950.0,481851,Arrow Truck Sales,Bolingbrook, IL,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2017/ee-listing-42134964
2018,Freightliner,Cascadi,51000.0,645510,Schneider,West Memphis, AR,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2018/ee-listing-42184154
2017,Peterbilt,579,64950.0,703979,Dobbs Peterbilt,West Memphis, AR,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/peterbilt/579-2017/ee-listing-42144589
2016,Freightliner,Cascadi,48500.0,423004,Schneider,Portland, OR,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2016/ee-listing-42151396
2017,Freightliner,Cascadi,53500.0,412666,Schneider,Obetz, OH,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2017/ee-listing-42171683
2019,International,Lt6256X4,94750.0,350771,International Used Truck Center,Philadelphia, PA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/lt6256x4-2019/ee-listing-42140149
2018,Freightliner,Cascadia116,94900.0,379593,Doggett Freightliner,North Little Rock, AR,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia116-2018/ee-listing-42115442
2018,International,4300,69950.0,177409,Arrow Truck Sales,Kansas City, MO,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/4300-2018/ee-listing-42111185
2016,Freightliner,Cascadi,42000.0,575560,Schneider,Gary, IN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2016/ee-listing-42153514
2012,Mack,Cxu613,49995.0,467907,Tri-State Truck Center Inc,Memphis, TN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/mack/cxu613-2012/ee-listing-42144637
2017,Freightliner,Cascadi,49000.0,577675,Schneider,Gary, IN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2017/ee-listing-42183837
2018,International,Lt6256X4,76125.0,500567,International Used Truck Center,Indianapolis, IN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/lt6256x4-2018/ee-listing-42169852
2018,International,Lt6256X4,93375.0,288108,International Used Truck Center,Philadelphia, PA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/lt6256x4-2018/ee-listing-42140051
2017,Freightliner,Cascadia125Evolution,72900.0,644445,Thompson Truck Center,La Vergne, TN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125evolution-2017/ee-listing-42142696
2019,International,4300Sba4X2,83000.0,171317,International Used Truck Center,Indianapolis, IN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/4300sba4x2-2019/ee-listing-42164794
2019,Volvo,Vnl64T760,102950.0,574935,Thompson Truck Center,Memphis, TN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64t760-2019/ee-listing-42142706
2018,Kenworth,T680,79900.0,499403,JX Truck Center,Wadsworth, IL,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/kenworth/t680-2018/ee-listing-42176773
2020,Freightliner,Cascadia126,62900.0,743666,Diamond Truck Sales Inc,Gaffney, SC,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia126-2020/ee-listing-42170481
2015,Freightliner,Cascadia125,74750.0,286450,Crook Motor Company,Albemarle, NC,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2015/ee-listing-42144542
2020,Freightliner,Cascadia126,119900.0,431194,Doggett Freightliner,North Little Rock, AR,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia126-2020/ee-listing-42115481
2017,Freightliner,CascadiaEvolution,69350.0,604753,Arrow Truck Sales,Conley, GA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadiaevolution-2017/ee-listing-42129148
2018,Freightliner,Cascadi,64500.0,457730,Schneider,Edwardsville, IL,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2018/ee-listing-42184155
2019,Peterbilt,579,79950.0,323342,Dobbs Peterbilt,West Memphis, AR,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/peterbilt/579-2019/ee-listing-42183224
2018,Freightliner,Cascadi,60000.0,533646,Schneider,Gary, IN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2018/ee-listing-42184139
2017,Freightliner,Cascadi,50500.0,592428,Schneider,Atlanta, GA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2017/ee-listing-42183852
2015,Freightliner,Cascadi,44900.0,474849,IState Truck Center,Sioux City, IA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2015/ee-listing-42183208
2018,International,4300Sba4X2,61900.0,144000,International Used Truck Center,Conley, GA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/4300sba4x2-2018/ee-listing-42101364
2018,Freightliner,Cascadia125,94500.0,473346,Thompson Truck Center,La Vergne, TN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2018/ee-listing-42142690
2015,Volvo,Vnl64T670,47900.0,705000,DRS Truck Sales Inc,North Bergen, NJ,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64t670-2015/ee-listing-42171919
2019,International,Lt6256X4,93000.0,387321,International Used Truck Center,Charlotte, NC,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/lt6256x4-2019/ee-listing-42140195
2016,Freightliner,Cascadi,39500.0,631012,Schneider,Gary, IN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2016/ee-listing-42165613
2018,Freightliner,Cascadevo1,84950.0,495815,Arrow Truck Sales,Elizabeth, NJ,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadevo1-2018/ee-listing-42136004
2021,Freightliner,Cascadia126,109900.0,475730,Freightliner of Grand Rapids,Grand Rapids, MI,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia126-2021/ee-listing-42118949
2014,Volvo,Vhd84Ft200,79500.0,370000,Bruckner Truck Sales,Pottsville, AR,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vhd-2014/ee-listing-42179640
2017,Volvo,Vnl630,64950.0,618717,Arrow Truck Sales,Troy, IL,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl630-2017/ee-listing-42084327
2017,Freightliner,Cascadia113,62000.0,453041,Jordan Truck Sales of Texas LLC,Rhome, TX,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia113-2017/ee-listing-42158794
2019,Kenworth,T680,94900.0,409172,JX Truck Center,Elmhurst, IL,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/kenworth/t680-2019/ee-listing-42176818
2018,Freightliner,Cascadi,66000.0,525739,IState Truck Center,Sioux City, IA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2018/ee-listing-42183205
2018,Freightliner,Cascadi,74950.0,508931,Arrow Truck Sales,Strafford, MO,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2018/ee-listing-42142460
2017,Freightliner,Cascadia125,89750.0,214000,Crook Motor Company,Albemarle, NC,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2017/ee-listing-42144539
2019,Volvo,Vnl760,89500.0,642224,Affinity Truck Center,Fresno, CA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl760-2019/ee-listing-42065541
2018,International,Lt6256X4,79875.0,488994,International Used Truck Center,La Vergne, TN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/lt6256x4-2018/ee-listing-42141287
2018,Kenworth,T680,84950.0,490461,Arrow Truck Sales,Phoenix, AZ,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/kenworth/t680-2018/ee-listing-42116485
2020,International,Lt6256X4,115000.0,335595,International Used Truck Center,Fontana, CA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/lt6256x4-2020/ee-listing-42164787
2018,Freightliner,Cascadi,66000.0,496384,Schneider,Gary, IN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2018/ee-listing-42184210
2019,International,L,69950.0,499740,Dobbs Peterbilt,West Memphis, AR,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/lt-2019/ee-listing-42158319
1997,Mack,Rd688,33500.0,523515,Brookside Equipment Sales Inc,Phillipston, MA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/mack/rd688s-1997/ee-listing-42144479
2019,Kenworth,T680,82900.0,385695,WE Sales,Fargo, ND,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/kenworth/t680-2019/ee-listing-42171987
2018,Freightliner,Cascadevo1,86950.0,638519,Arrow Truck Sales,Phoenix, AZ,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadevo1-2018/ee-listing-42139049
2019,International,Lt6256X4,100750.0,312740,International Used Truck Center,Baltimore, MD,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/lt6256x4-2019/ee-listing-42140185
2017,Freightliner,Cascadi,67950.0,536758,Arrow Truck Sales,Elizabeth, NJ,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2017/ee-listing-42129838
2018,Freightliner,Cascadi,55500.0,570602,Schneider,Charlotte, NC,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2018/ee-listing-42183924
2018,Freightliner,Cascadi,56950.0,537221,Arrow Truck Sales,Maple Shade, NJ,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2018/ee-listing-42165532
2019,International,Lt6256X4,89900.0,335450,International Used Truck Center,Romulus, MI,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/lt6256x4-2019/ee-listing-42160988
2016,Western Star,4700,129500.0,323691,Brookside Equipment Sales Inc,Phillipston, MA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/western-star/4700-2016/ee-listing-42144489
2018,Freightliner,Cascadia125,49900.0,739629,Diamond Truck Sales Inc,Gaffney, SC,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2018/ee-listing-42170474
2016,Freightliner,M2106,47995.0,360231,Truck and Van Outlet,Miami, FL,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/m2106-2016/ee-listing-42122190
2019,Mack,Anthem,84950.0,504224,Arrow Truck Sales,Conley, GA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/mack/anthem-2019/ee-listing-42159508
2017,Volvo,Vnl,66125.0,358835,International Used Truck Center,Joliet, IL,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvoinc/vnl-2017/ee-listing-42140033
2009,Kenworth,T800,79900.0,347090,WE Sales,Fargo, ND,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/kenworth/t800-2009/ee-listing-42171997
2018,Freightliner,Cascadi,67700.0,445132,Schneider,Houston, TX,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2018/ee-listing-42183845
2019,Freightliner,Cascadia125,74900.0,659567,Freightliner of Grand Rapids,Grand Rapids, MI,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2019/ee-listing-42127972
2019,Peterbilt,579,99950.0,447609,Arrow Truck Sales,French Camp, CA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/peterbilt/579-2019/ee-listing-42103450
2018,Freightliner,CascadiaEvolution,76650.0,574325,Arrow Truck Sales,Dallas, TX,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadiaevolution-2018/ee-listing-42129137
2018,International,Lt6256X4,77125.0,520589,International Used Truck Center,Baltimore, MD,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/lt6256x4-2018/ee-listing-42140102
2018,Freightliner,Cascadia126,106900.0,474169,Freightliner of Grand Rapids,Grand Rapids, MI,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia126-2018/ee-listing-42129450
2019,Freightliner,Cascadia126,89900.0,532367,Wichita Kenworth,Park City, KS,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia126-2019/ee-listing-42139238
2018,Freightliner,CascadiaEvolution,76650.0,573725,Arrow Truck Sales,Elizabeth, NJ,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadiaevolution-2018/ee-listing-42129195
2018,Freightliner,Cascadi,55500.0,571575,Schneider,Edwardsville, IL,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2018/ee-listing-42184144
2019,Kenworth,T680,103700.0,534163,Thompson Truck Center,Memphis, TN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/kenworth/t680-2019/ee-listing-42142699
2019,Freightliner,Cascadia126,99900.0,500074,Doggett Freightliner,North Little Rock, AR,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia126-2019/ee-listing-42159650
2017,Peterbilt,579,89900.0,440679,Freightliner of Grand Rapids,Grand Rapids, MI,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/peterbilt/579-2017/ee-listing-42118956
2019,International,L,62900.0,577169,Diamond Truck Sales Inc,Fort Worth, TX,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/lt-2019/ee-listing-42170507
